_id,sum_app_opens,no_of_days,nrOfConversations,longestConversation,longestConversationInDays,averageConversationLength,averageConversationLengthInDays,medianConversationLength,medianConversationLengthInDays,nrOfOneMessageConversations,percentOfOneMessageConversations,nrOfGhostingsAfterInitialMessage,no_of_matches,no_of_msgs_sent,no_of_msgs_received,swipe_likes,swipe_passes,birthDate,ageFilterMin,ageFilterMax,cityName,country,createDate,education,gender,interestedIn,instagram,spotify,jobTitle,user_age
9fd428e515ede3a5a3bb4dfd00b9f1ba,1183,35,20,48,1,10,0.21,4,0.0139236111111111,1,5,0,36,200,157,399,16362,2003-01-11,18,18,unknown,unknown,2021-01-13,Has no high school or college education,M,F,True,True,unknown,18
ad4141e0d850a19455400e44de33b523,6066,244,263,139,45,8.78,1.3,2,0.0044097222222222,121,46.01,3,390,2323,2100,12049,54502,1992-03-17,25,30,Bourne,United Kingdom,2018-12-31,Has no high school or college education,M,F,True,True,Technical Software Architect,26
e2146b0a63a353caae5010bc349d6054,6636,931,17,34,26,5.12,3.29,1,0,9,52.94,0,63,87,87,2376,54618,1983-08-17,26,34,unknown,unknown,2016-02-15,Has high school and/or college education,M,F,True,False,unknown,32
8bc1746aeee49cef184877aa18c344df,5240,216,96,113,180,12.75,15.89,4,3.3553125,19,19.79,0,105,1263,991,6047,57554,1994-11-02,21,29,Tampere,Finland,2020-06-20,Has no high school or college education,M,F,False,True,unknown,25
4dbc8b132172365fba91dfeb04cba415,19030,281,205,1559,59,21.72,3.23,3,0.0417013888888888,53,25.85,13,1524,4453,4594,22603,82868,1997-06-13,18,60,unknown,unknown,2020-04-08,Has no high school or college education,M,F,True,False,unknown,22
075a6a1290e9b25acab78014de8ca6d7,4895,771,240,67,40,5.35,1.48,1,0,82,34.17,53,1096,1047,1206,12259,32370,1995-03-30,19,31,unknown,unknown,2015-01-20,Has high school and/or college education,M,M,True,True,unknown,19
bbde064a643a1d3eaf42658ed22b3069,5021,300,183,81,49,4.22,0.9,1,0,54,29.51,40,781,791,1059,1961,95507,1999-05-06,22,27,unknown,unknown,2020-03-21,Has no high school or college education,F,M,False,False,unknown,20
fb28c968ca166e72d1519d1b2549c277,10588,1191,622,240,794,6.94,9.91,2,0.0170023148148148,214,34.41,19,1523,4155,3317,49462,13511,1994-03-10,21,55,Oslo,Norway,2015-03-06,Has high school and/or college education,M,F,False,True,unknown,21
3096f060eb13462bad9a6a8a5c95ce9a,3888,69,86,105,8,9.26,0.67,4,0.0733680555555555,26,30.23,0,93,827,512,3243,37026,1995-12-19,20,28,unknown,unknown,2020-11-18,Has no high school or college education,M,F,False,True,False,24
102c3f7e715e2e638e4cd9161c9e2dae,863,180,22,26,7,4.73,1.15,2,0.0040162037037037,11,50,0,80,104,104,8348,1021,1996-07-17,20,26,Victoria,Canada,2019-07-06,Has no high school or college education,F,F,False,False,unknown,22
3fe4938e43c8373cf8415d3f6994b13d,5836,1086,90,165,169,8.17,5.91,3,0.0651851851851851,31,34.44,0,263,734,565,12507,27419,1998-12-22,18,25,unknown,unknown,2017-10-05,Has no high school or college education,M,F,False,True,unknown,18
553652e94a222267bab6feb8413f9e91,5290,211,117,99,282,5.09,4.9,3,0.781203703703704,29,24.79,2,333,602,638,6926,6080,2000-02-05,18,22,unknown,unknown,2019-10-13,Has no high school or college education,M,F,False,True,unknown,19
f88e0b5491ab90397551ef262db73f57,3550,458,308,79,638,3.62,7.23,1,0,147,47.73,12,505,732,951,4607,7807,1992-04-14,18,37,unknown,unknown,2013-12-27,Has high school and/or college education,M,F,False,True,unknown,21
6e4e15e49bacb7c95af50673553f171c,166,15,11,59,1,6.09,0.11,1,0,3,27.27,5,26,67,102,33,1606,1988-02-12,28,45,unknown,unknown,2020-12-17,Has no high school or college education,F,M,False,False,unknown,32
bfa41638f5de552bbe8a8d96b77eef1b,13269,1977,97,180,58,5.94,1.66,1,0,50,51.55,3,136,439,439,18650,34567,1982-08-19,26,46,Vaasa,Finland,2014-06-24,Has no high school or college education,M,F,False,False,unknown,31
ae2b1e804da9c20f6c50b18140a41f18,5027,256,73,277,154,17.52,3.78,5,0.19650462962963,14,19.18,0,97,1301,1008,2201,50383,1999-08-24,19,23,Warsaw,Poland,2020-02-06,Has no high school or college education,M,F,False,False,unknown,20
638329c39e06a8212422ee925ea9244e,2119,47,19,179,21,11.63,1.31,1,0,2,10.53,9,59,221,186,251,4870,1999-06-01,20,25,unknown,unknown,2020-11-16,Has no high school or college education,F,F,False,False,unknown,21
c79296907b699ef5c9eb82130c5ee63a,14133,1162,293,103,595,7.79,16.83,2,0.0153009259259259,117,39.93,15,417,2298,2151,14803,188959,1988-05-31,21,45,unknown,unknown,2017-08-09,Has high school and/or college education,M,F,False,True,Senior Software Engineer,29
fa80d186a0ff64f0c1abde2d06ab7552,2058,159,62,64,43,13.9,2.6,8,0.123738425925926,10,16.13,2,221,892,771,11007,22442,1995-04-11,23,31,Stockholm,Sweden,2020-08-18,Has no high school or college education,M,F,False,True,Software Engineer,25
917a39fac991c4aada567defc42af19c,23828,1672,1269,263,745,7.18,2.64,2,8.10185185185185E-05,426,33.57,201,5722,6935,8020,21079,453988,1994-05-08,21,36,unknown,unknown,2014-06-03,Has high school and/or college education,F,M,False,False,Graduate Student,20
dc68bc00c6996cb62da30ec6004ff075,3356,125,75,17,16,2.63,0.59,1,0,35,46.67,8,101,201,193,7575,12248,1993-03-24,22,50,unknown,unknown,2019-01-18,Has no high school or college education,M,F,False,False,Accountant,25
a1b919ce7acc3c843d6d099068a257f3,3058,363,205,12,67,1.19,1.23,1,0,66,32.2,86,1663,262,418,20785,16978,2001-08-20,18,22,Portland,USA,2019-09-03,Has no high school or college education,M,F,True,False,unknown,18
a2c98794e71487b91a2753bf09a1c59c,1379,340,622,104,104,4,3.58,2,0.0229513888888888,223,35.85,5,1078,2525,2284,8138,6533,1996-11-13,18,1000,unknown,unknown,2019-02-15,Has no high school or college education,M,F,False,False,unknown,22
0a32c88fd0a642b6227a47b268d8130b,8027,1262,32,9,0,1.03,0.01,1,0,12,37.5,14,424,34,71,70063,25954,1999-08-30,18,27,unknown,unknown,2015-07-18,Has high school and/or college education,M,F,False,False,unknown,15
c97abc9fea343c8e09e19fcc4c8a1904,13305,1792,508,59,119,5.11,2.97,2,0.0857175925925926,138,27.17,55,1210,1650,1719,7973,179404,1980-07-01,26,40,unknown,unknown,2014-04-25,Has high school and/or college education,M,F,False,False,Consultant,33
4bad274544c5e4f8f27b7aff1ecaeee5,2567,191,128,41,100,4.45,2.21,1,0,58,45.31,8,216,579,482,2357,17123,1992-12-31,23,35,Kansas City,USA,2020-06-19,Has no high school or college education,M,F,False,True,unknown,27
c74b8526ac5d3a56e3d88b8d5fd8654a,1816,174,70,145,90,8,4.73,2,0.0074421296296296,22,31.43,7,109,566,448,6393,1932,1998-07-26,29,95,unknown,unknown,2020-06-13,Has no high school or college education,M,F,False,True,unknown,21
b315dcb19ee3ed6993eba2ea25fad7cc,1962,114,15,135,8,18.07,1.01,2,8.10185185185185E-05,6,40,1,11,273,218,701,11436,1991-09-17,19,30,unknown,unknown,2020-10-05,Has no high school or college education,M,F,False,False,unknown,29
235bb8091ec6ef795e02df74bcc616d9,4741,172,52,60,231,10.79,15.62,8,3.86832175925926,5,9.62,3,93,578,506,2575,2635,1983-02-16,31,39,Seattle,USA,2020-04-21,Has no high school or college education,M,F,False,False,unknown,37
d5209e9250b00db316e043f61b2d85a4,1803,309,107,26,270,4.76,3.09,3,0.0096296296296296,30,28.04,9,129,510,371,4092,27192,1998-02-20,18,25,Beaumont,USA,2018-06-16,Has no high school or college education,M,F,False,True,Android Developer,20
3c311f41d91cc091a225a1d448f74ee9,4124,60,81,549,40,35.53,3.48,8,0.358923611111111,23,28.4,1,151,2877,2627,9064,197,1990-12-03,18,40,Leipzig,Germany,2020-11-28,Has no high school or college education,M,F,False,True,unknown,30
4d7fd840744000363cb6dc8d12721279,2000,39,8,55,8,21.25,2.92,26,3.07891203703704,1,12.5,0,28,171,185,477,3037,1998-11-28,20,25,Zürich,Switzerland,2020-12-23,Has no high school or college education,M,F,False,False,unknown,22
7fc00d576ce2284d0645bd9a05923b04,3229,278,5,28,17,7.4,3.71,2,0.176539351851852,2,40,0,14,37,28,1884,12078,2000-02-21,18,22,unknown,unknown,2016-07-01,Has no high school or college education,M,F,False,True,unknown,16
ac205dec86749cb0bc1820759778e8b7,5458,873,315,263,63,6.22,1.3,1,0,67,21.27,142,1275,1805,2145,4239,86657,1998-08-29,18,30,unknown,unknown,2015-05-23,Has high school and/or college education,M,M,True,False,unknown,16
2bcdaf372d5d58aae7344dba7cb4fcb5,3185,89,23,972,58,80.04,7.34,10,2.05420138888889,7,30.43,0,60,1843,2170,481,5594,1997-12-31,20,24,Tampere,Finland,2020-11-04,Has no high school or college education,M,F,False,False,unknown,22
79c23942848aa68a34f5e361da66ade5,3079,95,112,293,52,7.91,4.82,3,0.0871875,28,25,6,132,886,720,1753,42340,1991-01-26,24,29,unknown,unknown,2020-10-30,Has no high school or college education,M,F,False,False,unknown,29
19a0fb3d0ee7bc5d1d94f18c0adf587f,11575,793,363,401,545,14.8,8.15,4,0.0470254629629629,98,27,3,483,5380,3954,34364,166098,1995-08-16,18,1000,unknown,unknown,2018-10-10,Has no high school or college education,M,F,False,False,unknown,23
efe2869a59ebe60def74a615335505c0,791,85,26,61,10,6.46,0.62,2,0.0003009259259259,10,38.46,3,57,168,166,3559,5373,1999-09-15,18,24,Phoenix,USA,2020-09-01,Has no high school or college education,M,F,False,False,unknown,20
258e1114a845d94aa20cce699002c4c5,1027,111,39,195,14,14.59,1.38,1,0,9,23.08,12,137,569,796,177,18374,1997-10-03,21,28,unknown,unknown,2015-11-17,Has high school and/or college education,F,M,False,False,unknown,18
4dbb4c91b677a4a8cadcb27a3122c93a,4264,164,89,42,83,6,3.68,3,0.018599537037037,18,20.22,13,637,540,423,12060,61449,1994-05-15,18,38,Helsinki,Finland,2020-08-25,Has no high school or college education,M,F,False,False,unknown,26
a124bbdc98df6b93f4c8c59cf9c8e2a0,83,36,0,0,0,0,0,0,0,0,0,0,7,0,0,1047,508,1993-02-07,23,30,unknown,unknown,2020-12-28,Has no high school or college education,M,F,False,False,unknown,27
0bc12445a88a90393bbc1e45047b0ee7,3790,143,65,25,10,3.42,1.32,2,0.30412037037037,27,41.54,1,149,223,281,2330,66106,1996-10-12,20,24,Zürich,Switzerland,2020-09-15,Has no high school or college education,M,F,False,False,"philosophie, design, theater",23
471e4a61e8e28e3f984e09c0d38790f7,1737,309,61,94,19,8.41,1.96,1,0,12,19.67,21,375,512,621,7785,7152,1996-02-19,18,38,unknown,unknown,2019-05-23,Has no high school or college education,M,F,False,False,Racing Mechanic,23
65a9b8d851c6336db44a6f4e5dc0b4db,1400,144,22,284,15,19.32,2.95,3,0.85125,6,27.27,0,32,435,388,4171,5392,1984-05-07,28,32,*,Netherlands,2020-06-02,Has no high school or college education,M,F,False,True,Video Engineer,36
2dd520a7053f17e18761b70c395dbe53,1309,95,15,52,9,10.93,1.5,6,0.211469907407407,3,20,0,119,166,161,4878,3346,1995-07-28,18,26,unknown,unknown,2020-10-24,Has no high school or college education,M,F,False,False,unknown,25
f86336ca09fca645ef567b79d44e99aa,1903,578,109,41,43,3.11,1.14,1,0,28,25.69,36,611,205,279,1840,48536,1995-01-19,28,33,Montreal,Canada,2014-11-30,Has high school and/or college education,F,M,False,True,Engineer,19
499576b9ebd6e28e253e665f21829d19,245,62,5,33,60,7.4,13.12,1,0,2,40,1,24,37,66,354,3193,1996-04-07,22,30,Groningen,Netherlands,2020-10-08,Has no high school or college education,M,M,False,False,unknown,24
1a80f3abfb235c0e3e9e630763698fd2,7361,1254,100,135,792,20.06,12.83,7,0.967175925925926,16,16,3,683,2185,2183,4336,60561,1987-11-05,21,29,Stuttgart,Germany,2015-04-12,Has high school and/or college education,M,F,False,False,Ingenieur,27
1e6bee7bb02d7cbbb40e050464202570,6082,394,800,115,844,5.91,3.77,3,0.0321412037037037,129,16.12,195,1823,4766,5908,4093,62390,1998-07-24,22,29,unknown,unknown,2017-03-02,Has high school and/or college education,F,M and F,False,True,unknown,18
e247aced7cab40bc3a8c5f09e6be589a,9964,405,624,571,224,32.22,3.98,8,0.325173611111111,142,22.76,0,667,20175,14358,34347,56297,1998-10-31,20,27,Avon,USA,2017-12-03,Has no high school or college education,M,F,False,True,unknown,19
4bd6b41e863bcf347479da7b3e54527a,11401,765,38,59,189,12.24,5.94,7,0.187662037037037,2,5.26,7,690,465,434,51971,16468,1991-10-30,18,49,unknown,unknown,2018-10-14,Has no high school or college education,M,F,False,False,Civil Engineer,26
5d22d10ac7d2d66e6586b5d46899376e,1916,359,24,20,85,3.42,4.52,2,0.142488425925926,3,12.5,7,86,110,107,4101,8442,1993-05-09,24,35,unknown,unknown,2019-11-28,Has no high school or college education,M,F,True,True,unknown,26
4e9d4f143860a7bc22ea7a1a8d14638b,276,30,2,48,1,26.5,0.52,48,0.995729166666667,0,0,0,3,53,67,47,6744,1991-11-18,20,29,Bratislava,Slovakia,2021-01-12,Has no high school or college education,M,F,False,False,unknown,29
1958b06cc28c78a2b7517e342a788bad,2274,143,35,78,23,8.29,2.26,2,0.0050347222222222,9,25.71,5,156,290,337,1142,93050,1993-10-06,27,35,Vancouver,Canada,2020-09-09,Has no high school or college education,F,M,False,False,unknown,26
bd02b0a96c7139e5f609596fadf329ae,6724,303,221,975,159,52.13,3.49,10,0.204074074074074,43,19.46,0,266,11519,7831,4999,40104,1983-08-03,32,42,Brussels,Belgium,2019-03-04,Has no high school or college education,M,F,True,False,unknown,35
2760326312b334a80234ec5b6ded7b2f,6121,66,288,160,24,12.53,0.66,2,0.0049074074074074,75,26.04,52,854,3609,3363,16438,1284,1990-09-16,18,45,Zofingen,Switzerland,2020-12-12,Has no high school or college education,M,F,False,False,unknown,30
74275841b2f5e3dd4eefd1de11f46486,12937,325,118,115,223,3.36,3.82,1,0,69,58.47,2,288,406,346,11808,58352,1998-09-11,18,24,unknown,unknown,2020-02-27,Has no high school or college education,M,F,False,True,Hardware Developer,21
33da5c1113ce8b5607ad94a391409f76,1051,144,23,158,22,24.39,3.44,3,0.0688194444444444,10,43.48,0,43,583,574,4278,6886,1997-01-17,22,30,unknown,unknown,2019-10-19,Has no high school or college education,M,F,False,False,unknown,22
ab6acb18b762737b0bbedf68011885b1,2333,167,94,30,91,3.99,2.2,2,8.10185185185185E-05,43,45.74,2,97,376,258,7224,7378,1995-11-02,18,32,unknown,unknown,2020-09-03,Has no high school or college education,M,F,False,False,unknown,24
2cb087cc0ae1b1f4452818a7067ede75,3517,118,151,130,42,10,1.45,3,0.0393634259259259,50,33.11,5,238,1509,1631,5579,13649,1991-07-24,21,32,Portland,USA,2020-11-23,Has no high school or college education,M,F,True,True,Property Management,29
76c4f851b3eff5a12c405795981c86fd,4312,779,107,24,24,3.56,0.91,1,0,56,52.34,8,706,382,324,25303,33295,1997-08-11,18,22,unknown,unknown,2016-03-16,Has high school and/or college education,M,F,False,False,unknown,18
ae463e6a59b87090c9668735aaf785b3,5011,709,62,22,8,2.89,0.55,1,0,37,59.68,1,110,190,125,48500,38355,1998-11-10,20,24,Madison,USA,2018-12-09,Has no high school or college education,M,F,False,False,software developer,20
e600890ecb46e64bfb0382511b332a6b,219,5,18,15,2,3.94,0.18,2,0.0004629629629629,6,33.33,0,23,94,50,1915,1271,2000-01-07,18,31,Kings Point,USA,2021-02-14,Has no high school or college education,M,F,True,False,Cadet,21
38fe9a83d24216eaf8f5c24de68505ff,671,38,276,121,320,5.47,6.18,1,0,120,43.48,19,416,1509,1438,1068,3817,1996-04-21,18,1000,unknown,unknown,2020-03-13,Has no high school or college education,M,M,True,False,unknown,23
42e7f8dfe8d07e007fe0246d1ee83304,3495,252,147,107,23,6.93,1.22,3,0.0272685185185185,46,31.29,1,332,1019,744,24736,18908,1997-04-30,18,30,Stockholm,Sweden,2019-07-31,Has no high school or college education,M,F,True,False,App Developer,22
c43dc29c30414ac3d2c8d57049aaae6a,5254,188,235,120,73,8.76,3.63,3,0.0131944444444444,75,31.91,8,393,2071,1586,12363,18459,1997-01-14,20,27,Hartford,USA,2020-08-17,Has no high school or college education,M,F,False,False,unknown,23
07458e73c4b554e03bd95cecd4e1aa21,4437,45,2399,322,35,4.16,1.13,1,0,1502,62.61,26,2302,9982,8137,31247,308,1994-03-11,18,1000,unknown,unknown,2021-01-11,Has no high school or college education,M,F,False,False,Entrepreneur,26
7514bff3d8cafee5b55420e6274ae7e4,8441,798,38,193,86,19.5,4.11,3,0.0883564814814814,13,34.21,0,49,741,762,5856,48087,1994-09-15,22,26,unknown,unknown,2018-06-22,Has no high school or college education,M,M and F,False,False,unknown,23
c8dff30e781713f08386e1069a5fa1f1,27188,208,1048,441,143,9.05,1.65,4,0.0533449074074074,291,27.77,5,1701,9515,9244,5181,13264,1997-02-06,18,50,unknown,unknown,2020-07-03,Has no high school or college education,M,F,False,False,Software Engineer,23
d77aa4efd4a8ecde857ee3dee89f3a23,1033,99,5,12,1,5.4,0.14,6,0.007824074074074,2,40,0,26,27,20,1029,20011,1999-10-11,20,25,Brasov,Romania,2020-06-28,Has no high school or college education,M,F,False,True,unknown,20
0c6df9bb60b63eb0b5c38264f33d8bab,1568,88,132,205,43,8.74,0.82,1,0,49,37.12,35,292,1150,1078,26281,2209,1996-03-13,18,1000,unknown,unknown,2020-11-29,Has no high school or college education,M,F,False,False,unknown,24
a356ee2959f99a0c4899e0e2928c6183,779,26,2,1,0,1,0,1,0,2,100,0,3,2,0,1739,1243,1993-05-17,21,31,unknown,unknown,2021-02-01,Has no high school or college education,M,F,False,True,unknown,27
2d09cfd5903ed3cdc3f8803b726ff90b,14746,585,386,825,318,16.99,4.07,2,0.164467592592593,135,34.97,1,552,6998,6565,18717,5071,1995-02-03,21,23,Prague,Czechia,2019-03-24,Has no high school or college education,M,F,False,True,Pharmaceutical Analyst,24
915456f4714bdb4d7e1b141a896cab1d,5842,519,251,117,36,7.82,0.8,3,0.020474537037037,88,35.06,3,356,2120,1770,21081,10521,1998-03-04,18,24,Voronezh,Russia,2016-03-17,Has high school and/or college education,M,F,False,False,unknown,18
00ff275ea954e6564836e1375c31ce25,1856,360,114,59,14,11.06,1.45,7,0.134178240740741,18,15.79,4,503,1316,1305,20914,5554,2000-06-11,20,24,Cork,Ireland,2019-12-16,Has no high school or college education,M,F,False,True,unknown,19
d1a37c112405d456f8119556194dd30c,1339,67,22,47,5,5.73,0.72,2,0.0487268518518518,8,36.36,0,43,126,182,218,28507,1990-09-03,34,38,Bochum,Germany,2020-11-28,Has no high school or college education,F,M,False,False,unknown,30
4e181db19bfe31ca64efc5c6346ca909,609,20,4,42,5,15.75,2.35,17,4.2212962962963,0,0,0,43,65,46,185,1286,1999-03-11,18,31,unknown,unknown,2020-11-08,Has no high school or college education,M,F,False,False,unknown,21
0803a210f1121f30a8c739878a348808,21136,1325,1054,179,606,9.23,4.21,2,4.62962962962963E-05,154,14.61,353,4821,9724,9531,108872,43106,1999-11-25,18,40,São Paulo,Brazil,2014-06-12,Has high school and/or college education,M,F,True,True,unknown,14
d40e4b59c07b4771cf3a4ccaba56556a,55,1,0,0,0,0,0,0,0,0,0,0,2,0,0,30,3329,1999-03-10,18,21,unknown,unknown,2021-03-01,Has no high school or college education,M,F,False,True,unknown,21
9d1f74d5e4e3cee5fb5ce861a074da49,1436,199,15,22,9,5.8,1.1,3,0.0265393518518518,4,26.67,1,24,88,73,2443,3268,1991-07-29,26,31,Ede,Netherlands,2019-05-10,Has no high school or college education,M,F,False,False,unknown,27
b9c40e100cb37b69a548fa01f42822f5,6261,437,25,110,31,18.76,3.47,9,0.0632060185185185,2,8,1,68,469,499,186,41532,1995-01-05,24,28,London,United Kingdom,2019-07-06,Has no high school or college education,F,M,True,False,Audit Associate,24
53b5a9f465a2f47d859ab9769fafe209,942,159,86,37,45,4.63,2.48,2,0.0297916666666666,27,31.4,8,473,418,483,804,10759,2000-08-06,18,22,New York,USA,2020-01-27,Has no high school or college education,M,F,True,True,unknown,19
fdcf2b93bdafeb0409197b90436de93f,32708,1345,613,64,760,4.46,12.62,2,0.0005324074074074,247,40.29,3,829,2735,2289,43547,550653,1991-09-21,18,55,unknown,unknown,2016-07-05,Has high school and/or college education,M,F,False,False,Clinical Social Worker,24
f0ef170586e904224550c33f67c2c54f,1354,24,13,32,13,6.38,1.26,4,0.008599537037037,0,0,5,33,83,51,3146,14425,1995-04-10,21,30,Madison,USA,2021-02-12,Has no high school or college education,M,F,True,True,PhD Student,25
caccace70211eebbd30d84575d178b39,1156,240,14,85,61,16.71,6.06,5,0.225486111111111,3,21.43,0,97,234,250,1187,11016,1997-06-26,20,26,Munich,Germany,2019-08-02,Has no high school or college education,M,F,False,True,unknown,22
ce372968a342b2c301ebf81a1b0588ee,2726,581,24,69,97,7.58,6.82,3,0.609733796296296,6,25,0,26,182,160,8255,30913,1996-09-22,20,26,Houston,USA,2018-06-08,Has no high school or college education,M,F,False,False,Materials Engineer,21
c121b78531e2db61d9c11bcc2764da9d,199,1,4,6,1,2.25,0.18,2,0.0179282407407407,1,25,1,4,9,9,364,804,1996-08-05,22,55,unknown,unknown,2021-03-08,Has no high school or college education,M,F,False,True,Plant Engineer,24
2473c13ef704fc95d1436caad916dfa4,779,37,105,162,18,10.7,1.04,5,0.043599537037037,16,15.24,18,184,1138,1684,386,4937,2001-09-02,18,23,Hod Hasharon,Israel,2021-01-27,Has no high school or college education,F,M and F,True,True,In the army,19
c778fa64929372a27628113547b16a44,2156,106,44,385,25,48.95,1.26,10,0.179363425925926,10,22.73,4,78,2103,2464,6586,7621,1980-11-13,18,43,unknown,unknown,2019-01-23,Has no high school or college education,M,F,True,True,unknown,38
d7ca129d2d6ee9a14f11a8496d78ea00,1857,156,52,28,37,5.23,2.85,2,0.0430324074074074,20,38.46,1,142,273,243,1907,613,1996-01-08,21,28,Stockholm,Sweden,2020-09-21,Has no high school or college education,M,F,False,True,False,24
ae91ea66e5bd032df74b558c32484d78,1626,76,38,43,22,6.39,3.73,2,0.960729166666667,13,34.21,0,47,243,212,5149,20536,1985-10-01,27,36,Frankfurt am Main,Germany,2020-10-29,Has no high school or college education,M,F,False,False,IT Engineer,35
7f1f34b58bd31e248f37c68770a33136,19895,1588,1424,628,1722,6.55,7.75,2,0.0003472222222222,352,24.72,30,1755,7682,5493,139532,1838,1993-08-27,18,1000,San Francisco,USA,2013-05-20,Has high school and/or college education,M,F,False,False,Software Engineering Manager,19
904ec30bfd151f2dc2d6b0e35b8b629d,970,100,17,27,24,4.59,3.46,2,0.693726851851852,4,23.53,1,75,78,49,1093,8623,2000-07-05,18,24,unknown,unknown,2020-11-28,Has no high school or college education,M,F,True,True,Photographer,20
77a5101ebe7404af04715cd81422b5d3,63693,711,110,230,316,37.43,17.02,15,1.61471064814815,17,15.45,1,112,4117,3851,2386,20434,1973-06-19,35,52,Berkeley,USA,2018-08-30,Has no high school or college education,M,F,False,False,Professor,45
ae9e965241bd5cf15f91297167525b6c,5257,449,292,190,160,7.5,4,2,0.0042129629629629,101,34.59,18,739,2193,1993,6356,21266,1996-10-19,20,33,Stockholm,Sweden,2015-11-16,Has high school and/or college education,M,F,True,True,False,19
58176e5c0af83a48a99dbac8df9eabcf,17171,1387,1076,451,2284,6.27,10.68,1,0,485,45.07,149,1668,4808,5879,155456,135326,1989-01-02,18,49,London,United Kingdom,2014-02-02,Has high school and/or college education,M,F,True,False,unknown,25
75611bae5d243a12e2d46e904fcaa483,4043,284,118,65,129,6.65,2.02,1,0,21,17.8,44,331,809,1083,959,100553,1985-09-19,30,51,San Francisco,USA,2020-05-08,Has no high school or college education,F,M,True,False,Producer,34
2de0d28b284e6704535f99daa1f35d0a,16438,1222,12,87,14,10.83,1.78,1,0,7,58.33,0,26,130,124,3595,483848,1991-04-19,25,33,Sydney,Australia,2015-04-05,Has high school and/or college education,M,F,False,True,False,23
1a797d0c68e3f3800298f08173b9f147,574,48,24,69,25,17.62,3.86,13,1.28018518518519,5,20.83,0,40,427,648,5296,7959,1998-09-19,18,26,Belo Horizonte,Brazil,2020-03-30,Has no high school or college education,M,F,False,False,unknown,21
ec6ebd712e06ce8df818e6e92f4df1ae,105,25,1,1,0,1,0,1,0,1,100,0,1,1,0,1306,1295,1997-08-21,18,25,Friedrichshafen,Germany,2021-02-21,Has no high school or college education,M,F,False,False,unknown,23
3ebb44df0d67de51a8842dced9542eed,1487,167,16,25,18,5.62,1.6,2,0.0002893518518518,7,43.75,0,16,89,66,5113,6758,1990-11-24,18,34,Oullins,France,2015-05-02,Has high school and/or college education,M,F,True,True,Statistic Processing Officer,24
45a3d3346765ce9db72d5d0898e4675d,1851,346,38,39,18,4.24,2.38,2,0.0092361111111111,18,47.37,0,67,166,121,2257,3315,1979-03-07,20,38,Albany,USA,2013-07-24,Has no high school or college education,M,F,True,False,unknown,34
c8ded3e1a4c7a3aa3789e7b846a03fda,7163,402,1550,261,323,6.53,10.56,2,0.0196412037037037,432,27.87,143,2404,10256,13343,8565,188434,1977-09-15,26,46,Los Angeles,USA,2020-01-08,Has no high school or college education,F,M,False,False,unknown,42
4bae60790120dc8892e04ab168e16874,1034,70,8,6,1,1.88,0.27,2,0.0360648148148148,3,37.5,1,55,15,18,7183,3675,1999-04-16,18,22,unknown,unknown,2021-01-02,Has no high school or college education,M,F,False,False,unknown,21
b6ca4b71845786832136b05fc58a6add,2188,19,29,107,6,15.97,0.93,2,0.0658680555555555,9,31.03,1,108,463,341,7291,23053,1998-06-28,18,25,unknown,unknown,2021-02-26,Has no high school or college education,M,F,False,False,unknown,22
9bca32cc2ad2e09eb4a5e90655e6549d,298,3,14,37,3,9.93,0.59,6,0.286527777777778,5,35.71,1,64,141,182,217,3494,1999-12-10,21,27,Copenhagen,Denmark,2021-03-09,Has no high school or college education,F,M,False,True,Writer,21
5e533f4fbc8606dd63f9f6be1ee1868d,2673,1150,46,31,10,1.87,0.32,1,0,29,63.04,8,76,35,44,7241,60323,1985-09-19,25,36,Los Angeles,USA,2013-07-16,Has high school and/or college education,M,F,False,False,Peasant Manager,27
89b05942b33bdb2a9c5c4939dcc1313f,2033,47,51,110,16,16.88,2.46,9,1.01612268518519,9,17.65,0,50,861,833,2519,15789,2001-04-10,18,29,Turku,Finland,2021-01-30,Has no high school or college education,M,F,False,False,unknown,19
3224f8b29ca35e187b363b3de1baa3f4,4489,362,89,174,13,5.19,0.93,2,0.0032638888888888,21,23.6,20,119,467,619,4890,33051,1882-08-01,33,35,unknown,unknown,2019-11-22,Has no high school or college education,M,F,False,False,unknown,137
1940bf7e8af948ff0fa69f40f2dc5697,669,94,61,12,7,3.26,0.42,2,0.0259837962962962,22,36.07,3,87,199,200,1869,5389,2000-08-16,19,24,unknown,unknown,2020-11-21,Has no high school or college education,M,F,False,False,unknown,20
b1e50f194d0031faf570569f5bd3740c,1515,107,107,166,26,15.51,2.41,6,0.260462962962963,20,18.69,2,111,1682,1331,4811,7255,1989-06-01,19,35,unknown,unknown,2020-09-27,Has no high school or college education,M,F,False,False,Software Engineer,31
824ab63b2559e2f8cc5f2d3163e7fe71,2300,97,85,204,29,14.78,2.28,4,0.171712962962963,28,32.94,1,115,1497,1362,6596,8751,1992-11-15,20,32,Sant Fost de Campsentelles,Spain,2020-09-05,Has no high school or college education,M,F,True,True,Web Developer,27
5a5e0899682e1b46edc0cc89145a7b3f,10463,778,310,289,374,13.78,6.34,2,0.0412962962962962,108,34.84,22,1461,4295,4097,21944,9048,1997-04-28,18,27,unknown,unknown,2018-02-11,Has no high school or college education,M,F,False,False,Student,20
